id,year,number,title,citation,link,source
pub-044,2019,1,Gravitational field flow fractionation: Enhancing the resolution power by using an acoustic force field,"Jae Youn Hwang, Sangyeon Youn, In-Hwan Yang, “Gravitational field flow fractionation: Enhancing the resolution power by using an acoustic force field”, Analytica Chimica Acta, 1047: 238-247, 2019",https://scholar.google.com/scholar?q=Gravitational%20field%20flow%20fractionation%3A%20Enhancing%20the%20resolution%20power%20by%20using%20an%20acoustic%20force%20field,MBIS Lab Publications page
pub-045,2019,2,Smartphone-based Multispectral Imaging and Machine-learning based Analysis for Discrimination between Seborrheic Dermatitis and Psoriasis on the Scalp,"Sewoong Kim, Minjoo Hwang, Manjae Kim, Jihun Kim, Seong Jin Jo, Minkyu Je, Jae Eun Jang, Dong Hun Lee,* and Jae Youn Hwang*, “Smartphone-based Multispectral Imaging and Machine-learning based Analysis for Discrimination between Seborrheic Dermatitis and Psoriasis on the Scalp”, Biomedical Optics Express, 10.2: 879-891, 2019",https://scholar.google.com/scholar?q=Smartphone-based%20Multispectral%20Imaging%20and%20Machine-learning%20based%20Analysis%20for%20Discrimination%20between%20Seborrheic%20Dermatitis%20and%20Psoriasis%20on%20the%20Scalp,MBIS Lab Publications page
pub-046,2019,3,Acoustic Trapping Technique for Studying Calcium Response of a Suspended Breast Cancer Cell: Determination of its Invasion potentials,"Sangyeon Youn, Jin Woo Choi, Junsu Lee, Jihun Kim, In-Hwan Yang, Jin Ho Chang, Hee Chan Kim, Jae Youn Hwang*, “Acoustic Trapping Technique for Studying Calcium Response of a Suspended Breast Cancer Cell: Determination of its Invasion potentials”, IEEE Transactions on UFFC, 2019",https://scholar.google.com/scholar?q=Acoustic%20Trapping%20Technique%20for%20Studying%20Calcium%20Response%20of%20a%20Suspended%20Breast%20Cancer%20Cell%3A%20Determination%20of%20its%20Invasion%20potentials,MBIS Lab Publications page
pub-047,2019,4,Non-invasive measurement of hemodynamic change during 8 MHz transcranial focused ultrasound stimulation using near-infrared spectroscopy,"Evgenii Kim, Eloise Anguluan, Sangyeon Youn, Jihun Kim, Jae Youn Hwang and Jae Gwan Kim, “Non-invasive measurement of hemodynamic change during 8 MHz transcranial focused ultrasound stimulation using near-infrared spectroscopy”, BMC Neuroscience, 20:12, 2019",https://scholar.google.com/scholar?q=Non-invasive%20measurement%20of%20hemodynamic%20change%20during%208%20MHz%20transcranial%20focused%20ultrasound%20stimulation%20using%20near-infrared%20spectroscopy,MBIS Lab Publications page
pub-048,2019,5,Multimodal Endoscopic System based on Multispectral and Photometric-stereo Imaging and Analysis,"Jihun Kim, Hasan Al Faruque, Eunjoo Kim, Jae Youn Hwang*, “Multimodal Endoscopic System based on Multispectral and Photometric-stereo Imaging and Analysis”, Biomedical Optics Express, 10.5: 2289-2302, 2019",https://scholar.google.com/scholar?q=Multimodal%20Endoscopic%20System%20based%20on%20Multispectral%20and%20Photometric-stereo%20Imaging%20and%20Analysis,MBIS Lab Publications page
pub-049,2019,6,An Energy-Efficient Algorithm for Classification of Fall Types Using a Wearable Sensor,"Soon Bin Kwon, Jeong-Ho Park, Chiheon Kwon, Hyung Joong Kong, Jae Youn Hwang, Hee Chan Kim*, “An Energy-Efficient Algorithm for Classification of Fall Types Using a Wearable Sensor”, IEEE Access, 7: 31321-31329, 2019",https://scholar.google.com/scholar?q=An%20Energy-Efficient%20Algorithm%20for%20Classification%20of%20Fall%20Types%20Using%20a%20Wearable%20Sensor,MBIS Lab Publications page
pub-050,2018,1,Object Segmentation from High Resolution Aerial Images Using U-Net with Pyramid Pooling Layers,"Junhee Kim, Haeyun Lee, S. J. Hong, Sewoong Kim, Juhum Park, Jae Youn Hwang*, and Jihwan P. Choi* “Object Segmentation from High Resolution Aerial Images Using U-Net with Pyramid Pooling Layers”, IEEE GRSL 16.1: 115-119, 2018",https://scholar.google.com/scholar?q=Object%20Segmentation%20from%20High%20Resolution%20Aerial%20Images%20Using%20U-Net%20with%20Pyramid%20Pooling%20Layers,MBIS Lab Publications page
pub-051,2018,2,"Hayong Jung, Robert Wodnicki, Hae Lim, Chi Woo Yoon, Bong Jin Kang, Changhan Yoon, Changyang Lee, Jae Youn Hwa","Hayong Jung, Robert Wodnicki, Hae Lim, Chi Woo Yoon, Bong Jin Kang, Changhan Yoon, Changyang Lee, Jae Youn Hwang, Hyung Ham Kim, Hojong Choi, Mike Chen, Qifa Zhou, K. Kirk Shung, “CMOS High Voltage Analog 1-64 Multiplexer/De-Multiplexer for Integrated Ultrasound Guided Breast Needle Biopsy“, IEEE UFFC, 2018",https://scholar.google.com/scholar?q=Hayong%20Jung%2C%20Robert%20Wodnicki%2C%20Hae%20Lim%2C%20Chi%20Woo%20Yoon%2C%20Bong%20Jin%20Kang%2C%20Changhan%20Yoon%2C%20Changyang%20Lee%2C%20Jae%20Youn%20Hwa,MBIS Lab Publications page
pub-052,2018,3,Resistance to receptor-blocking therapies primes tumors as targets for HER3-homing nanobiologics.,"Sims JD, Taguiam JM, Alonso-Valenteen F, Markman J, Agadjanian H, Chu D, Lubow J, Abrol R, Srinivas D, Jain A, Han B, Qu, Mirzadehgan P, Hwang JY, Rentsendorj A, Chung A, Lester J, Karlan BY, Gray HB, Gross Z, Giuliano A, Cui X, Medina-Kauwe LK, “Resistance to receptor-blocking therapies primes tumors as targets for HER3-homing nanobiologics.”, Journal of Controlled Release, 2018",https://scholar.google.com/scholar?q=Resistance%20to%20receptor-blocking%20therapies%20primes%20tumors%20as%20targets%20for%20HER3-homing%20nanobiologics.,MBIS Lab Publications page
pub-053,2018,4,Multi-targeted tumor suicide induced by nano-nucleocapsids formed from self-assembled recombinant endosomolytic nanocapsomeres,"Felix Alonso-Valenteen, Dustin Srinvivas, Sayuri Pacheco, Altan Rentsendorj, David Chu, Jay Livow, Jessica Sims, Jae Youn Hwang, Ravinder Abrol, Lali K. Medina-Kauwe, “Multi-targeted tumor suicide induced by nano-nucleocapsids formed from self-assembled recombinant endosomolytic nanocapsomeres”, ACS Nano, 2018",https://scholar.google.com/scholar?q=Multi-targeted%20tumor%20suicide%20induced%20by%20nano-nucleocapsids%20formed%20from%20self-assembled%20recombinant%20endosomolytic%20nanocapsomeres,MBIS Lab Publications page
pub-054,2018,5,High-frequency Ultrasound Imaging for Examination of Early Dental Caries,"Jihun Kim, Teojeon Shin, Hyun Joong Kong, Jae Youn Hwang*, and Hong Geun Hyun “High-frequency Ultrasound Imaging for Examination of Early Dental Caries” Journal of Dental Research, 98.3: 363-367, 2018",https://scholar.google.com/scholar?q=High-frequency%20Ultrasound%20Imaging%20for%20Examination%20of%20Early%20Dental%20Caries,MBIS Lab Publications page
pub-055,2017,1,Electrical Broad Tuning of Plasmonic Color Filter Employing an Asymmetric-Lattice Nanohole Array of Metasurface Controlled by Polarization Rotator,"Youngjin Lee, Min-Kyu Park, Seunguk Kim, Jeong Hee Shin, Cheil Moon, Jae Youn Hwang, Jun-Chan Choi, Heewon Park, Hak-Rin Kim, and Jae Eun Jang, “Electrical Broad Tuning of Plasmonic Color Filter Employing an Asymmetric-Lattice Nanohole Array of Metasurface Controlled by Polarization Rotator”, ACS Photonics 4.8: 1954-1966, 2017",https://scholar.google.com/scholar?q=Electrical%20Broad%20Tuning%20of%20Plasmonic%20Color%20Filter%20Employing%20an%20Asymmetric-Lattice%20Nanohole%20Array%20of%20Metasurface%20Controlled%20by%20Polarization%20Rotator,MBIS Lab Publications page
pub-056,2017,2,A Novel Smart Navigation System for Intramedullary Nailing in Orthopedic Surgery,"Jaesuk Choi#, Jihun Kim#, Jae Youn Hwang, Minkyu Je, Jun-Young Kim, Shin-Yoon Kim, “A Novel Smart Navigation System for Intramedullary Nailing in Orthopedic Surgery”, PLOS ONE, 12(4): e0174407, 2017",https://scholar.google.com/scholar?q=A%20Novel%20Smart%20Navigation%20System%20for%20Intramedullary%20Nailing%20in%20Orthopedic%20Surgery,MBIS Lab Publications page
pub-057,2017,3,Fighting Cancer with Corroles,"R.D. Teo, Jae Youn Hwang, J. Termini, Z. Gross, H.B. Gray, “Fighting Cancer with Corroles”, Chemical Reviews, 117(4): 2711–2729, 2017",https://scholar.google.com/scholar?q=Fighting%20Cancer%20with%20Corroles,MBIS Lab Publications page
pub-058,2017,4,A Multimodal Biomicroscopic System based on High-frequency Acoustic Radiation Force Impulse and Multispectral Imaging Techniques for Tumor Characterization Ex vivo,"Jihun Kim, Jun-Young Kim, Anna Seo, Eunjoo Kim*, Jae Youn Hwang*, “A Multimodal Biomicroscopic System based on High-frequency Acoustic Radiation Force Impulse and Multispectral Imaging Techniques for Tumor Characterization Ex vivo”, Scientific Reports, 7:17518, 2017",https://scholar.google.com/scholar?q=A%20Multimodal%20Biomicroscopic%20System%20based%20on%20High-frequency%20Acoustic%20Radiation%20Force%20Impulse%20and%20Multispectral%20Imaging%20Techniques%20for%20Tumor%20Characterization%20Ex%20vivo,MBIS Lab Publications page
pub-059,2016,1,Cell Deformation by Single-beam Acoustic Trapping: A Promising Tool for Measurements of Cell Mechanics,"Jae Youn Hwang*, Jihun Kim, Jin Man Park, C. Lee, H. Jung, J. Lee*, Shung KK, “Cell Deformation by Single-beam Acoustic Trapping: A Promising Tool for Measurements of Cell Mechanics”, Scientific Reports, 2016",https://scholar.google.com/scholar?q=Cell%20Deformation%20by%20Single-beam%20Acoustic%20Trapping%3A%20A%20Promising%20Tool%20for%20Measurements%20of%20Cell%20Mechanics,MBIS Lab Publications page
pub-060,2016,2,Smartphone-based multispectral imaging: system development and potentials for mobile skin diagnosis,"Sewoong Kim, Dongrae Cho, Jihun Kim, Manjae Kim, Sangyeon Youn, Jae Eun Jang, Minkyu Je, Dong Hun Lee, Boreom Lee, Daniel L. Farkas, and Jae Youn Hwang*, “Smartphone-based multispectral imaging: system development and potentials for mobile skin diagnosis”, Biomedical Optics Express, 7(12): 5294-5307, 2016",https://scholar.google.com/scholar?q=Smartphone-based%20multispectral%20imaging%3A%20system%20development%20and%20potentials%20for%20mobile%20skin%20diagnosis,MBIS Lab Publications page
pub-061,2016,3,Direct and sustained intracellular delivery of exogenous molecules using acoustic-transfection with high frequency ultrasound,"Yoon S, Kim MG, Chiu CT, Jae Youn Hwang, Kim HH, Wang Y, Shung KK “Direct and sustained intracellular delivery of exogenous molecules using acoustic-transfection with high frequency ultrasound”, Scientific Reports, 2016",https://scholar.google.com/scholar?q=Direct%20and%20sustained%20intracellular%20delivery%20of%20exogenous%20molecules%20using%20acoustic-transfection%20with%20high%20frequency%20ultrasound,MBIS Lab Publications page
pub-062,2015,1,A corrole nanobiologic elicits tissue-activated MRI contrast enhancement and tumor-targeted toxicity,"Jessica D. Sims, Jae Youn Hwang, Shawn Wagner, Felix Alonso-Valenteen, Chris Hanson, Jan Michael Taguiam, Richard Polo, Ira Harutyunyan, Gevorg Karapetyan, Karn Sorasaenee, Ahmed Ibrahim, Eduardo Marban, Rex Moats, Harry B. Gray, Zeev Gross, Lali K. Medina-Kauwe, “A corrole nanobiologic elicits tissue-activated MRI contrast enhancement and tumor-targeted toxicity”, Journal of Controlled Release, 217:92-101, 2015",https://scholar.google.com/scholar?q=A%20corrole%20nanobiologic%20elicits%20tissue-activated%20MRI%20contrast%20enhancement%20and%20tumor-targeted%20toxicity,MBIS Lab Publications page
pub-063,2015,2,Acoustic tweezers for studying intracellular calcium signaling in SKBR-3 human breast cancer cells,"Jae Youn Hwang, Chi Woo Yoon, Hae Gyun Lim, Jin Man Park, Sangpil Yoon, Jungwoo Lee, and K. Kirk Shung “Acoustic tweezers for studying intracellular calcium signaling in SKBR-3 human breast cancer cells”, Ultrasonics, 63:94-101, 2015",https://scholar.google.com/scholar?q=Acoustic%20tweezers%20for%20studying%20intracellular%20calcium%20signaling%20in%20SKBR-3%20human%20breast%20cancer%20cells,MBIS Lab Publications page
pub-064,2015,3,Jitter reduction technique for acoustic radiation force impulse microscopy via photoacoustic detection,"Bong Jin Kang, Chang Hwan Yoon, Jin Man Park, Jae Youn Hwang*, and K. Kirk Shung “Jitter reduction technique for acoustic radiation force impulse microscopy via photoacoustic detection”, Optics Express, 20(15), 2015",https://scholar.google.com/scholar?q=Jitter%20reduction%20technique%20for%20acoustic%20radiation%20force%20impulse%20microscopy%20via%20photoacoustic%20detection,MBIS Lab Publications page
pub-065,2015,4,"Jae Youn Hwang, Dong Young Cheon, Hyunjune Shin, Hyun Bin Kim, and Jungwoo Lee, “Near-Field Acoustic Microbead","Jae Youn Hwang, Dong Young Cheon, Hyunjune Shin, Hyun Bin Kim, and Jungwoo Lee, “Near-Field Acoustic Microbead Trapping As Remote Anchor for Single Cell Manipulation“, Applied Physics Letters, 106, 183704, 2015",https://scholar.google.com/scholar?q=Jae%20Youn%20Hwang%2C%20Dong%20Young%20Cheon%2C%20Hyunjune%20Shin%2C%20Hyun%20Bin%20Kim%2C%20and%20Jungwoo%20Lee%2C%20%E2%80%9CNear-Field%20Acoustic%20Microbead,MBIS Lab Publications page
pub-066,2015,5,Non-contact acoustic radiation force impulse microscopy via photoacoustic detection for probing breast cancer cell mechanics,"Jae Youn Hwang, Bong Jin Kang, Changyang Lee, Hyung Ham Kim, Jinhyoung Park, Qifa Zhou, and K. Kirk Shung, “Non-contact acoustic radiation force impulse microscopy via photoacoustic detection for probing breast cancer cell mechanics”, Biomedical Optics Express, 6(1): 11-22, 2015",https://scholar.google.com/scholar?q=Non-contact%20acoustic%20radiation%20force%20impulse%20microscopy%20via%20photoacoustic%20detection%20for%20probing%20breast%20cancer%20cell%20mechanics,MBIS Lab Publications page
pub-067,2015,6,High frequency dual mode pulsed wave Doppler imaging for monitoring the functional regeneration of adult zebrafish hearts,"Bong Jin Kang, Jinhyoung Park, Jieun Kim, Hyung Ham Kim, Changyang Lee, Jae Youn Hwang, Ching-Ling Lien, and K. Kirk Shung, “High frequency dual mode pulsed wave Doppler imaging for monitoring the functional regeneration of adult zebrafish hearts” Journal of the Royal Society Interface, 12(103), 2015",https://scholar.google.com/scholar?q=High%20frequency%20dual%20mode%20pulsed%20wave%20Doppler%20imaging%20for%20monitoring%20the%20functional%20regeneration%20of%20adult%20zebrafish%20hearts,MBIS Lab Publications page
pub-068,2014,1,Non-contact high-frequency ultrasound microbeam stimulation for studying mechanotransduction in human umbilical vein endothelial cells,"Jae Youn Hwang*, Hae Gyun Lim, Chi Woo Yoon, Kwok Ho Lam, Sangpil Yoon, Changyang Lee, Chi Tat Chiu, BongJin Kang, Hyung Ham Kim, and K. Kirk Shung, “Non-contact high-frequency ultrasound microbeam stimulation for studying mechanotransduction in human umbilical vein endothelial cells”, Ultrasound in Medicine and Biology, 40(9): 2172-2182, 2014",https://scholar.google.com/scholar?q=Non-contact%20high-frequency%20ultrasound%20microbeam%20stimulation%20for%20studying%20mechanotransduction%20in%20human%20umbilical%20vein%20endothelial%20cells,MBIS Lab Publications page
pub-069,2014,2,Non-contact multi-particle annular patterning and Manipulation with ultrasound microbeam,"Changyang Lee, Jong Seob Jeong, Jae Youn Hwang, Jungwoo Lee, and K. Kirk Shung, “Non-contact multi-particle annular patterning and Manipulation with ultrasound microbeam”, Applied Physics Letters, 104, 24417, 2014",https://scholar.google.com/scholar?q=Non-contact%20multi-particle%20annular%20patterning%20and%20Manipulation%20with%20ultrasound%20microbeam,MBIS Lab Publications page
pub-070,2014,3,Cell Membrane Deformation Induced by Fibronectin-coated Polystyrene Microbead in 200 MHz Acoustic Trap,"Jae Youn Hwang, Changyang Lee, Kwok Ho Lam, Hyung Ham Kim, Jung Woo Lee, and K. Kirk Shung, “Cell Membrane Deformation Induced by Fibronectin-coated Polystyrene Microbead in 200 MHz Acoustic Trap”, IEEE Transactions on UFFC, 2014",https://scholar.google.com/scholar?q=Cell%20Membrane%20Deformation%20Induced%20by%20Fibronectin-coated%20Polystyrene%20Microbead%20in%20200%20MHz%20Acoustic%20Trap,MBIS Lab Publications page
pub-071,2014,4,Power MOSFET-Based Limiter for High Frequency Ultrasound Systems,"Hojong Choi, Min Gon Kim, Tommas Cummins, Jae Youn Hwang, and K. Kirk Shung, “Power MOSFET-Based Limiter for High Frequency Ultrasound Systems”, Ultrasonic Imaging, 36(4): 317-330, 2014",https://scholar.google.com/scholar?q=Power%20MOSFET-Based%20Limiter%20for%20High%20Frequency%20Ultrasound%20Systems,MBIS Lab Publications page
pub-072,Before 2014,1,In Vivo Calibration of The Subcutaneous Amperometric Glucose Sensors Using A Nonenzyme Electrode,"Ran-a Jeong, Jae Youn Hwang, Seyeong Joo, Sejin Park, Taek Dong Chung, Won-Yong Lee and Hee Chan Kim, “In Vivo Calibration of The Subcutaneous Amperometric Glucose Sensors Using A Nonenzyme Electrode”, Biosensors & Bioelectronics 19(4): 313-319, 2003",https://scholar.google.com/scholar?q=In%20Vivo%20Calibration%20of%20The%20Subcutaneous%20Amperometric%20Glucose%20Sensors%20Using%20A%20Nonenzyme%20Electrode,MBIS Lab Publications page
pub-073,Before 2014,2,A Novel Algorithm for Improving the Accuracy of Ultrasound Measurement of Residual Urine Volume According to Bladder Shape,"Jae Youn Hwang, Seung Jun Oh, Hee Chan Kim, “A Novel Algorithm for Improving the Accuracy of Ultrasound Measurement of Residual Urine Volume According to Bladder Shape”, Urology 64(5): 887-891, 2004",https://scholar.google.com/scholar?q=A%20Novel%20Algorithm%20for%20Improving%20the%20Accuracy%20of%20Ultrasound%20Measurement%20of%20Residual%20Urine%20Volume%20According%20to%20Bladder%20Shape,MBIS Lab Publications page
pub-074,Before 2014,3,Tumor Detection and Elimination by a Targeted Gallium Corrole,"Hasmik Agadjanian, Jun Ma, Altan Rentsendorj, Vinod Valluripalli, Jae Youn Hwang, Atif Mahammed, Anat Marom, Daniel Farkas, Harry Gray, Zeev Gross, and Lali K. Medina-Kauwe,“Tumor Detection and Elimination by a Targeted Gallium Corrole”, Proceedings of the National Academy of Sciences, 106(15): 6105-6110, 2009",https://scholar.google.com/scholar?q=Tumor%20Detection%20and%20Elimination%20by%20a%20Targeted%20Gallium%20Corrole,MBIS Lab Publications page
pub-075,Before 2014,4,Isolation of Tumour Stem-like Cells from Benign Tumours,"Xu Q, YuanX, Tunici P, Liu G, Fan X, Xu M, Hu J, Jae Youn Hwang, Farkas DL, Black KL, Yu JS. “Isolation of Tumour Stem-like Cells from Benign Tumours”, British Journal of Cancer, 101(2): 303-311, 2009",https://scholar.google.com/scholar?q=Isolation%20of%20Tumour%20Stem-like%20Cells%20from%20Benign%20Tumours,MBIS Lab Publications page
pub-076,Before 2014,5,A Mechanistic Study of Tumor-Targeted Corrole Cytotoxicity,"Jae Youn Hwang, Jay Lubow, David Chu, Jun Ma, Hasmik Agadjanian, Harry B. Gray, Zeev Gross, Daniel L. Farkas, and Lali K. Medina-Kauwe “A Mechanistic Study of Tumor-Targeted Corrole Cytotoxicity”, Molecular Pharmaceutics, 8(6): 2233–2243, 2011",https://scholar.google.com/scholar?q=A%20Mechanistic%20Study%20of%20Tumor-Targeted%20Corrole%20Cytotoxicity,MBIS Lab Publications page
pub-077,Before 2014,6,Ratiometric Spectral Imaging for Fast Tumor Detection and Chemotherapy Monitoring In Vivo,"Jae Youn Hwang, Lali K. Medina-Kauwe, Zeev Gross, Harry B Gray, and Daniel L. Farkas, “Ratiometric Spectral Imaging for Fast Tumor Detection and Chemotherapy Monitoring In Vivo”, Journal of Biomedical Optics, 16(6): 066007, 2011",https://scholar.google.com/scholar?q=Ratiometric%20Spectral%20Imaging%20for%20Fast%20Tumor%20Detection%20and%20Chemotherapy%20Monitoring%20In%20Vivo,MBIS Lab Publications page
pub-078,Before 2014,7,Multimodal Wide-field Two-photon Excitation Imaging: Characterization of the Technique for In Vivo Applications,"Jae Youn Hwang, Sebastian Wachsmann-Hogiu, V Krishnan Ramanujan, Andreas G. Nowatzyk, Yosef Koronyo, Lali K. Medina-Kauwe, Zeev Gross, Harry B Gray, and Daniel L. Farkas, “Multimodal Wide-field Two-photon Excitation Imaging: Characterization of the Technique for In Vivo Applications”, Biomedical Optics Express, 2(2): 356-364, 2011",https://scholar.google.com/scholar?q=Multimodal%20Wide-field%20Two-photon%20Excitation%20Imaging%3A%20Characterization%20of%20the%20Technique%20for%20In%20Vivo%20Applications,MBIS Lab Publications page
pub-079,Before 2014,8,Endothelial Cells in Co-culture Enhance Embryonic Stem Cell Differentiation to Pancreatic Progenitors and Insulin-producing Cells through BMP Signaling,"Dodanim Talavera-Adame, Gordon Wu, Yao He, Tina T. Ng, Ankur Gupta, Silvia Kurtovic, Jae Youn Hwang, Daniel L. Farkas, and Donald C. Dafoe, “Endothelial Cells in Co-culture Enhance Embryonic Stem Cell Differentiation to Pancreatic Progenitors and Insulin-producing Cells through BMP Signaling”, Stem Cell Reviews and Reports, 7(3): 532-543, 2011",https://scholar.google.com/scholar?q=Endothelial%20Cells%20in%20Co-culture%20Enhance%20Embryonic%20Stem%20Cell%20Differentiation%20to%20Pancreatic%20Progenitors%20and%20Insulin-producing%20Cells%20through%20BMP%20Signaling,MBIS Lab Publications page
pub-080,Before 2014,9,"A Multimode Optical Imaging System for Preclinical Applications In Vivo: Technology Development, Multiscale Imaging and Chemotherapy Assessment","Jae Youn Hwang, Sebastian Wachsmann-Hogiu, V Krishnan Ramanujan, Zeev Gross, Harry B Gray, Julia Ljubimova, Lali K. Medina-Kauwe and Daniel L. Farkas, “A Multimode Optical Imaging System for Preclinical Applications In Vivo: Technology Development, Multiscale Imaging and Chemotherapy Assessment”, Molecular Imaging and Biology, 14(4): 431-442, 2012",https://scholar.google.com/scholar?q=A%20Multimode%20Optical%20Imaging%20System%20for%20Preclinical%20Applications%20In%20Vivo%3A%20Technology%20Development%2C%20Multiscale%20Imaging%20and%20Chemotherapy%20Assessment,MBIS Lab Publications page
pub-081,Before 2014,10,Multimodality Imaging In Vivo for Preclinical Assessment of Tumor-targeted Doxorubicin Nanoparticles,"Jae Youn Hwang*, Jinhyung Park, Jay Lubow, David Chu, Bong Jin Kang, Daniel L. Farkas, K. Kirk Shung, and Lali K. Medina-Kauwe, “Multimodality Imaging In Vivo for Preclinical Assessment of Tumor-targeted Doxorubicin Nanoparticles”, PLOS ONE, e34463, 2012",https://scholar.google.com/scholar?q=Multimodality%20Imaging%20In%20Vivo%20for%20Preclinical%20Assessment%20of%20Tumor-targeted%20Doxorubicin%20Nanoparticles,MBIS Lab Publications page
pub-082,Before 2014,11,Fluorescence Response of Human HER2+ Cancer-and MCF-12 Normal Cells to 200 MHz Ultrasound Microbeam Stimulation: a Preliminary Study of Membranes Permeability Variation,"Jae Youn Hwang, Jungwoo Lee, Changyang Lee, Anette Jakob, Robert Lemor, Lali K. Medina-Kauwe, and K. Kirk Shung, “Fluorescence Response of Human HER2+ Cancer-and MCF-12 Normal Cells to 200 MHz Ultrasound Microbeam Stimulation: a Preliminary Study of Membranes Permeability Variation”, Ultrasonics, 52(7): 803-808, 2012",https://scholar.google.com/scholar?q=Fluorescence%20Response%20of%20Human%20HER2%2B%20Cancer-and%20MCF-12%20Normal%20Cells%20to%20200%20MHz%20Ultrasound%20Microbeam%20Stimulation%3A%20a%20Preliminary%20Study%20of%20Membranes%20Permeability%20Variation,MBIS Lab Publications page
pub-083,Before 2014,12,Investigating Photoexcitation-induced Mitochondrial Damage by Chemotherapeutic Corroles using Multimode Optical Imaging,"Jae Youn Hwang, Jay Lubow, David Chu, Harry B. Gray, Zeev Gross, Lali K. Medina-Kauwe, and Daniel L. Farkas, “Investigating Photoexcitation-induced Mitochondrial Damage by Chemotherapeutic Corroles using Multimode Optical Imaging”, Journal of Biomedical Optics, 17(1): 015003, 2012",https://scholar.google.com/scholar?q=Investigating%20Photoexcitation-induced%20Mitochondrial%20Damage%20by%20Chemotherapeutic%20Corroles%20using%20Multimode%20Optical%20Imaging,MBIS Lab Publications page
pub-084,Before 2014,13,Photoexcitation of Tumor-targeted Corrole Induces Singlet Oxygen-mediated Augmentation of Cytotoxicity,"Jae Youn Hwang, Jay Lubow, David Chu, Harry B. Gray, Zeev Gross, Daniel L. Farkas, and Lali K. Medina-Kauwe, “Photoexcitation of Tumor-targeted Corrole Induces Singlet Oxygen-mediated Augmentation of Cytotoxicity”, Journal of Controlled Release, 163(3): 368-373, 2012",https://scholar.google.com/scholar?q=Photoexcitation%20of%20Tumor-targeted%20Corrole%20Induces%20Singlet%20Oxygen-mediated%20Augmentation%20of%20Cytotoxicity,MBIS Lab Publications page
pub-085,Before 2014,14,Chemotherapy Targeting by DNA Capture in Viral Protein Particles,"Hasmik Agadjanian, David Chu, Jae Youn Hwang, Sebastian Wachsmann-Hogiu, Altan Rentsendorj, Lei Song, Vinod Valluripalli, Jay Lubow, Jun Ma, Behrooz Sharifi, Daniel L. Farkas, and Lali K. Medina-Kauwe “Chemotherapy Targeting by DNA Capture in Viral Protein Particles”, Nanomedicine, 7(3): 335-352, 2012",https://scholar.google.com/scholar?q=Chemotherapy%20Targeting%20by%20DNA%20Capture%20in%20Viral%20Protein%20Particles,MBIS Lab Publications page
pub-086,Before 2014,15,Single beam acoustic tweezers: A new tool for microparticle manipulation,"Ying Li, Jae Youn Hwang, Jung Woo Lee, and K. Kirk Shung, “Single beam acoustic tweezers: A new tool for microparticle manipulation”, Acoustic Today, 9(4): 10-13, 2013",https://scholar.google.com/scholar?q=Single%20beam%20acoustic%20tweezers%3A%20A%20new%20tool%20for%20microparticle%20manipulation,MBIS Lab Publications page
pub-087,Before 2014,16,Investigating Contactless High Frequency Ultrasound Microbeam Stimulation for Determination of Invasion Potential of Breast Cancer Cells,"Jae Youn Hwang, Nan Sook Lee, Changyang Lee, Kwok Ho Lam, Jonghye Woo, Ming-Yi Lin, Kassandra Kisler, Hyung Ham Kim, Qifa Zhou, Robert H. Chow, and K. Kirk Shung, “Investigating Contactless High Frequency Ultrasound Microbeam Stimulation for Determination of Invasion Potential of Breast Cancer Cells”, Biotechnology and Bioengineering, 110(10): 2697-2705, 2013",https://scholar.google.com/scholar?q=Investigating%20Contactless%20High%20Frequency%20Ultrasound%20Microbeam%20Stimulation%20for%20Determination%20of%20Invasion%20Potential%20of%20Breast%20Cancer%20Cells,MBIS Lab Publications page
